"variable","activity","subject","average"
"171","tBodyAcc-mean()-X","WALKING_UPSTAIRS",21,0.265194544680851
"172","tBodyAcc-mean()-X","WALKING_UPSTAIRS",22,0.248391534566667
"173","tBodyAcc-mean()-X","WALKING_UPSTAIRS",23,0.249995171031373
"174","tBodyAcc-mean()-X","WALKING_UPSTAIRS",24,0.269881106779661
"175","tBodyAcc-mean()-X","WALKING_UPSTAIRS",25,0.277995411384615
"176","tBodyAcc-mean()-X","WALKING_UPSTAIRS",26,0.272691394545455
"177","tBodyAcc-mean()-X","WALKING_UPSTAIRS",27,0.265770253921569
"178","tBodyAcc-mean()-X","WALKING_UPSTAIRS",28,0.262005841764706
"179","tBodyAcc-mean()-X","WALKING_UPSTAIRS",29,0.265423066877551
"180","tBodyAcc-mean()-X","WALKING_UPSTAIRS",30,0.271415642261538
"181","tBodyAcc-mean()-Y","LAYING",1,-0.0405139534294
"182","tBodyAcc-mean()-Y","LAYING",2,-0.0181587397583333
"183","tBodyAcc-mean()-Y","LAYING",3,-0.0189556785048387
"184","tBodyAcc-mean()-Y","LAYING",4,-0.0150031841055556
"185","tBodyAcc-mean()-Y","LAYING",5,-0.0183042123269231
"186","tBodyAcc-mean()-Y","LAYING",6,-0.0102529170561404
"187","tBodyAcc-mean()-Y","LAYING",7,-0.0204411516884615
"188","tBodyAcc-mean()-Y","LAYING",8,-0.0212281733881481
"189","tBodyAcc-mean()-Y","LAYING",9,-0.020526821662
"190","tBodyAcc-mean()-Y","LAYING",10,-0.024294484137931
"191","tBodyAcc-mean()-Y","LAYING",11,-0.0176598052315789
"192","tBodyAcc-mean()-Y","LAYING",12,-0.0175203917146667
"193","tBodyAcc-mean()-Y","LAYING",13,-0.020440454366129
"194","tBodyAcc-mean()-Y","LAYING",14,-0.0113424652490196
"195","tBodyAcc-mean()-Y","LAYING",15,-0.0166296542054167
"196","tBodyAcc-mean()-Y","LAYING",16,-0.0166103510562857
"197","tBodyAcc-mean()-Y","LAYING",17,-0.0168462006729577
"198","tBodyAcc-mean()-Y","LAYING",18,-0.0173937684615385
"199","tBodyAcc-mean()-Y","LAYING",19,-0.0171426864421687
"200","tBodyAcc-mean()-Y","LAYING",20,-0.0144406281132353
"201","tBodyAcc-mean()-Y","LAYING",21,-0.0184233048415556
"202","tBodyAcc-mean()-Y","LAYING",22,-0.0142629864502778
"203","tBodyAcc-mean()-Y","LAYING",23,-0.0216553835833333
"204","tBodyAcc-mean()-Y","LAYING",24,-0.0173555210111111
"205","tBodyAcc-mean()-Y","LAYING",25,-0.0188943663671233
"206","tBodyAcc-mean()-Y","LAYING",26,-0.0191895728026316
"207","tBodyAcc-mean()-Y","LAYING",27,-0.0179867611216216
"208","tBodyAcc-mean()-Y","LAYING",28,-0.0167537858225
"209","tBodyAcc-mean()-Y","LAYING",29,-0.0171965484202899
"210","tBodyAcc-mean()-Y","LAYING",30,-0.0194494098614286
"211","tBodyAcc-mean()-Y","SITTING",1,-0.00130828765170213
"212","tBodyAcc-mean()-Y","SITTING",2,-0.0156879937282609
"213","tBodyAcc-mean()-Y","SITTING",3,-0.00350299841730769
"214","tBodyAcc-mean()-Y","SITTING",4,-0.007163065158
"215","tBodyAcc-mean()-Y","SITTING",5,-0.00990083527045455
"216","tBodyAcc-mean()-Y","SITTING",6,-0.0145911615290909
"217","tBodyAcc-mean()-Y","SITTING",7,-0.01461097580375
"218","tBodyAcc-mean()-Y","SITTING",8,-0.00672550621304348
"219","tBodyAcc-mean()-Y","SITTING",9,-0.02701677698
"220","tBodyAcc-mean()-Y","SITTING",10,-0.015042681852037
"221","tBodyAcc-mean()-Y","SITTING",11,-0.0149195616754717
"222","tBodyAcc-mean()-Y","SITTING",12,-0.0157892988523529
"223","tBodyAcc-mean()-Y","SITTING",13,-0.00587732936326531
"224","tBodyAcc-mean()-Y","SITTING",14,-0.00870565463888889
"225","tBodyAcc-mean()-Y","SITTING",15,-0.0117188472271186
"226","tBodyAcc-mean()-Y","SITTING",16,-0.0102497939956522
"227","tBodyAcc-mean()-Y","SITTING",17,-0.014156274084375
"228","tBodyAcc-mean()-Y","SITTING",18,-0.0128691279736842
"229","tBodyAcc-mean()-Y","SITTING",19,-0.016739260030137
"230","tBodyAcc-mean()-Y","SITTING",20,-0.0147229305131818
"231","tBodyAcc-mean()-Y","SITTING",21,-0.0144009705494118
"232","tBodyAcc-mean()-Y","SITTING",22,-0.0123468446419355
"233","tBodyAcc-mean()-Y","SITTING",23,-0.0133945015676471
"234","tBodyAcc-mean()-Y","SITTING",24,-0.0131255097938235
"235","tBodyAcc-mean()-Y","SITTING",25,-0.0147696808030769
"236","tBodyAcc-mean()-Y","SITTING",26,-0.00713364541358974
"237","tBodyAcc-mean()-Y","SITTING",27,-0.0155269799285714
"238","tBodyAcc-mean()-Y","SITTING",28,-0.0185404441258333
"239","tBodyAcc-mean()-Y","SITTING",29,-0.016630680375
"240","tBodyAcc-mean()-Y","SITTING",30,-0.00804731295322581
"241","tBodyAcc-mean()-Y","STANDING",1,-0.0161375901037736
"242","tBodyAcc-mean()-Y","STANDING",2,-0.0184208270166667
"243","tBodyAcc-mean()-Y","STANDING",3,-0.0143376555065574
"244","tBodyAcc-mean()-Y","STANDING",4,-0.00948911098553571
"245","tBodyAcc-mean()-Y","STANDING",5,-0.00700418554517857
"246","tBodyAcc-mean()-Y","STANDING",6,-0.0181236327175439
"247","tBodyAcc-mean()-Y","STANDING",7,-0.0145740341037736
"248","tBodyAcc-mean()-Y","STANDING",8,-0.0148113067148148
"249","tBodyAcc-mean()-Y","STANDING",9,-0.0200454954022222
"250","tBodyAcc-mean()-Y","STANDING",10,-0.0155418603409091
"251","tBodyAcc-mean()-Y","STANDING",11,-0.0171990886595745
"252","tBodyAcc-mean()-Y","STANDING",12,-0.0169002543196721
"253","tBodyAcc-mean()-Y","STANDING",13,-0.0167891993964912
"254","tBodyAcc-mean()-Y","STANDING",14,-0.01520781344
"255","tBodyAcc-mean()-Y","STANDING",15,-0.0183516360396226
"256","tBodyAcc-mean()-Y","STANDING",16,-0.0165999672935897
"257","tBodyAcc-mean()-Y","STANDING",17,-0.0174120064169231
"258","tBodyAcc-mean()-Y","STANDING",18,-0.0166353518150685
"259","tBodyAcc-mean()-Y","STANDING",19,-0.0154244056945205
"260","tBodyAcc-mean()-Y","STANDING",20,-0.0180695049161644
"261","tBodyAcc-mean()-Y","STANDING",21,-0.0167084730205618
"262","tBodyAcc-mean()-Y","STANDING",22,-0.0158563207496825
"263","tBodyAcc-mean()-Y","STANDING",23,-0.0177475547867647
"264","tBodyAcc-mean()-Y","STANDING",24,-0.0144785340348986
"265","tBodyAcc-mean()-Y","STANDING",25,-0.0163569730274324
"266","tBodyAcc-mean()-Y","STANDING",26,-0.0166608306652703
"267","tBodyAcc-mean()-Y","STANDING",27,-0.016593236445
"268","tBodyAcc-mean()-Y","STANDING",28,-0.0172635124672152
"269","tBodyAcc-mean()-Y","STANDING",29,-0.0172605869061538
"270","tBodyAcc-mean()-Y","STANDING",30,-0.0170163887813559
"271","tBodyAcc-mean()-Y","WALKING",1,-0.0173838185273684
"272","tBodyAcc-mean()-Y","WALKING",2,-0.0185949199145763
"273","tBodyAcc-mean()-Y","WALKING",3,-0.0171767844203448
"274","tBodyAcc-mean()-Y","WALKING",4,-0.0148399475341667
"275","tBodyAcc-mean()-Y","WALKING",5,-0.0172850317482679
"276","tBodyAcc-mean()-Y","WALKING",6,-0.0168954189082456
"277","tBodyAcc-mean()-Y","WALKING",7,-0.018653665345614
"278","tBodyAcc-mean()-Y","WALKING",8,-0.0186628865310417
"279","tBodyAcc-mean()-Y","WALKING",9,-0.0180891971284423
"280","tBodyAcc-mean()-Y","WALKING",10,-0.017022351190566
"281","tBodyAcc-mean()-Y","WALKING",11,-0.0166475833623729
"282","tBodyAcc-mean()-Y","WALKING",12,-0.015560927606
"283","tBodyAcc-mean()-Y","WALKING",13,-0.0185660651947368
"284","tBodyAcc-mean()-Y","WALKING",14,-0.0217785380966102
"285","tBodyAcc-mean()-Y","WALKING",15,-0.0170809740090741
"286","tBodyAcc-mean()-Y","WALKING",16,-0.0204286929452941
"287","tBodyAcc-mean()-Y","WALKING",17,-0.0184875403339344
"288","tBodyAcc-mean()-Y","WALKING",18,-0.0178023631866071
"289","tBodyAcc-mean()-Y","WALKING",19,-0.0191773587903846
"290","tBodyAcc-mean()-Y","WALKING",20,-0.021199992245098
"291","tBodyAcc-mean()-Y","WALKING",21,-0.0181610317526923
"292","tBodyAcc-mean()-Y","WALKING",22,-0.0167213607957174
"293","tBodyAcc-mean()-Y","WALKING",23,-0.0183618711932203
"294","tBodyAcc-mean()-Y","WALKING",24,-0.0225446400534483
"295","tBodyAcc-mean()-Y","WALKING",25,-0.0186477624716216
"296","tBodyAcc-mean()-Y","WALKING",26,-0.0154259586949153
"297","tBodyAcc-mean()-Y","WALKING",27,-0.0166478783221912
"298","tBodyAcc-mean()-Y","WALKING",28,-0.0156759722981481
"299","tBodyAcc-mean()-Y","WALKING",29,-0.0162915600588679
"300","tBodyAcc-mean()-Y","WALKING",30,-0.0175880385730769
"301","tBodyAcc-mean()-Y","WALKING_DOWNSTAIRS",1,-0.00991850461020408
"302","tBodyAcc-mean()-Y","WALKING_DOWNSTAIRS",2,-0.0226614158361702
"303","tBodyAcc-mean()-Y","WALKING_DOWNSTAIRS",3,-0.0193554079328571
"304","tBodyAcc-mean()-Y","WALKING_DOWNSTAIRS",4,-0.00980200850666667
"305","tBodyAcc-mean()-Y","WALKING_DOWNSTAIRS",5,-0.00850107533191489
"306","tBodyAcc-mean()-Y","WALKING_DOWNSTAIRS",6,-0.019536840063125
"307","tBodyAcc-mean()-Y","WALKING_DOWNSTAIRS",7,-0.0166332372978723
"308","tBodyAcc-mean()-Y","WALKING_DOWNSTAIRS",8,-0.0211058674973684
"309","tBodyAcc-mean()-Y","WALKING_DOWNSTAIRS",9,-0.0203994269075476
"310","tBodyAcc-mean()-Y","WALKING_DOWNSTAIRS",10,-0.0200050770710526
"311","tBodyAcc-mean()-Y","WALKING_DOWNSTAIRS",11,-0.0178097721219565
"312","tBodyAcc-mean()-Y","WALKING_DOWNSTAIRS",12,-0.018084266865793
"313","tBodyAcc-mean()-Y","WALKING_DOWNSTAIRS",13,-0.0143723839108511
"314","tBodyAcc-mean()-Y","WALKING_DOWNSTAIRS",14,-0.0200141413657778
"315","tBodyAcc-mean()-Y","WALKING_DOWNSTAIRS",15,-0.00563047804309524
"316","tBodyAcc-mean()-Y","WALKING_DOWNSTAIRS",16,-0.0183898583787234
"317","tBodyAcc-mean()-Y","WALKING_DOWNSTAIRS",17,-0.0167359404347826
"318","tBodyAcc-mean()-Y","WALKING_DOWNSTAIRS",18,-0.0168666920221818
"319","tBodyAcc-mean()-Y","WALKING_DOWNSTAIRS",19,-0.0145942275069487
"320","tBodyAcc-mean()-Y","WALKING_DOWNSTAIRS",20,-0.00964120773155556
"321","tBodyAcc-mean()-Y","WALKING_DOWNSTAIRS",21,-0.0173195390157778
"322","tBodyAcc-mean()-Y","WALKING_DOWNSTAIRS",22,-0.0197999371686389
"323","tBodyAcc-mean()-Y","WALKING_DOWNSTAIRS",23,-0.0162111457238889
"324","tBodyAcc-mean()-Y","WALKING_DOWNSTAIRS",24,-0.0145730348310909
"325","tBodyAcc-mean()-Y","WALKING_DOWNSTAIRS",25,-0.0210170522987931
"326","tBodyAcc-mean()-Y","WALKING_DOWNSTAIRS",26,-0.01262580966778
"327","tBodyAcc-mean()-Y","WALKING_DOWNSTAIRS",27,-0.0135564467159091
"328","tBodyAcc-mean()-Y","WALKING_DOWNSTAIRS",28,-0.0220230465913043
"329","tBodyAcc-mean()-Y","WALKING_DOWNSTAIRS",29,-0.01494121505625
"330","tBodyAcc-mean()-Y","WALKING_DOWNSTAIRS",30,-0.0174383900204839
"331","tBodyAcc-mean()-Y","WALKING_UPSTAIRS",1,-0.0239531492643396
"332","tBodyAcc-mean()-Y","WALKING_UPSTAIRS",2,-0.0214121132045833
"333","tBodyAcc-mean()-Y","WALKING_UPSTAIRS",3,-0.0324109410555932
"334","tBodyAcc-mean()-Y","WALKING_UPSTAIRS",4,-0.0319804295729615
"335","tBodyAcc-mean()-Y","WALKING_UPSTAIRS",5,-0.0325269755153191
"336","tBodyAcc-mean()-Y","WALKING_UPSTAIRS",6,-0.0272425385070588
"337","tBodyAcc-mean()-Y","WALKING_UPSTAIRS",7,-0.0275639005607843
"338","tBodyAcc-mean()-Y","WALKING_UPSTAIRS",8,-0.0282415136341463
"339","tBodyAcc-mean()-Y","WALKING_UPSTAIRS",9,-0.0195101099975714
"340","tBodyAcc-mean()-Y","WALKING_UPSTAIRS",10,-0.0143854920340426
"341","tBodyAcc-mean()-Y","WALKING_UPSTAIRS",11,-0.0303157822055556
"342","tBodyAcc-mean()-Y","WALKING_UPSTAIRS",12,-0.0263574903403846
"343","tBodyAcc-mean()-Y","WALKING_UPSTAIRS",13,-0.0277392253910909
"344","tBodyAcc-mean()-Y","WALKING_UPSTAIRS",14,-0.0204388180024074
"345","tBodyAcc-mean()-Y","WALKING_UPSTAIRS",15,-0.0287523860708333
"346","tBodyAcc-mean()-Y","WALKING_UPSTAIRS",16,-0.0143654945011765
"347","tBodyAcc-mean()-Y","WALKING_UPSTAIRS",17,-0.0228645614308333
"348","tBodyAcc-mean()-Y","WALKING_UPSTAIRS",18,-0.0222060684378914
"349","tBodyAcc-mean()-Y","WALKING_UPSTAIRS",19,-0.0303986615775
"350","tBodyAcc-mean()-Y","WALKING_UPSTAIRS",20,-0.0282258047588235
"351","tBodyAcc-mean()-Y","WALKING_UPSTAIRS",21,-0.0237218695148936
"352","tBodyAcc-mean()-Y","WALKING_UPSTAIRS",22,-0.0268622561133333
"353","tBodyAcc-mean()-Y","WALKING_UPSTAIRS",23,-0.0323844029237255
"354","tBodyAcc-mean()-Y","WALKING_UPSTAIRS",24,-0.0251979434569492
"355","tBodyAcc-mean()-Y","WALKING_UPSTAIRS",25,-0.0269863524264615
"356","tBodyAcc-mean()-Y","WALKING_UPSTAIRS",26,-0.0281633797398182
"357","tBodyAcc-mean()-Y","WALKING_UPSTAIRS",27,-0.0200953324078431
"358","tBodyAcc-mean()-Y","WALKING_UPSTAIRS",28,-0.0279443943478431
"359","tBodyAcc-mean()-Y","WALKING_UPSTAIRS",29,-0.0299465312326531
"360","tBodyAcc-mean()-Y","WALKING_UPSTAIRS",30,-0.0253311698786154
"361","tBodyAcc-mean()-Z","LAYING",1,-0.11320355358
"362","tBodyAcc-mean()-Z","LAYING",2,-0.107245610416667
"363","tBodyAcc-mean()-Z","LAYING",3,-0.101300477506452
"364","tBodyAcc-mean()-Z","LAYING",4,-0.110688150314815
"365","tBodyAcc-mean()-Z","LAYING",5,-0.107937603673077
"366","tBodyAcc-mean()-Z","LAYING",6,-0.133119570368421
"367","tBodyAcc-mean()-Z","LAYING",7,-0.101361036576923
"368","tBodyAcc-mean()-Z","LAYING",8,-0.102245365611111
"369","tBodyAcc-mean()-Z","LAYING",9,-0.10754972144
"370","tBodyAcc-mean()-Z","LAYING",10,-0.117168642362069
"371","tBodyAcc-mean()-Z","LAYING",11,-0.108786578070175
"372","tBodyAcc-mean()-Z","LAYING",12,-0.108160125666667
"373","tBodyAcc-mean()-Z","LAYING",13,-0.104331864532258
"374","tBodyAcc-mean()-Z","LAYING",14,-0.0868333315509804
"375","tBodyAcc-mean()-Z","LAYING",15,-0.118530240291667
"376","tBodyAcc-mean()-Z","LAYING",16,-0.107310493242857
"377","tBodyAcc-mean()-Z","LAYING",17,-0.107006279704225
"378","tBodyAcc-mean()-Z","LAYING",18,-0.107698927907692
"379","tBodyAcc-mean()-Z","LAYING",19,-0.10898146186747
"380","tBodyAcc-mean()-Z","LAYING",20,-0.104274322538235
"381","tBodyAcc-mean()-Z","LAYING",21,-0.103253832233333
"382","tBodyAcc-mean()-Z","LAYING",22,-0.110800924652778
